year;kraj;okres;mesto;suma_spolu;suma_na_obyvatela;pocet;priemerna_suma;strana
2013;Košický kraj;Košice-okolie;Nový Salaš;0;0;4;0;dodavatel
2013;Košický kraj;Košice-okolie;Obišovce;892.28;2.07506976744186;3;297.426666666667;dodavatel
2013;Košický kraj;Košice-okolie;Olšovany;0;0;3;0;dodavatel
2013;Košický kraj;Košice-okolie;Opátka;5000;54.3478260869565;1;5000;dodavatel
2013;Košický kraj;Košice-okolie;Opiná;908.11;4.70523316062176;1;908.11;dodavatel
2013;Košický kraj;Košice-okolie;Paňovce;38870.2;66.1057823129252;11;3533.65454545455;dodavatel
2013;Košický kraj;Košice-okolie;Peder;14651.34;36.1761481481482;3;4883.78;dodavatel
2013;Košický kraj;Košice-okolie;Rankovce;78800;103.276539973788;10;7880;dodavatel
2013;Košický kraj;Košice-okolie;Rešica;124940.17;374.072365269461;3;41646.7233333333;dodavatel
2013;Košický kraj;Košice-okolie;Rozhanovce;272443.38;115.491047053836;42;6486.74714285714;dodavatel
2013;Košický kraj;Košice-okolie;Ruskov;66564.78;46.2898331015299;17;3915.57529411765;dodavatel
2013;Košický kraj;Košice-okolie;Sady nad Torysou;33309.55;17.5590669478123;12;2775.79583333333;dodavatel
2013;Košický kraj;Košice-okolie;Seňa;557.6;0.266794258373206;12;46.4666666666667;dodavatel
2013;Košický kraj;Košice-okolie;Skároš;14500.96;12.9588561215371;9;1611.21777777778;dodavatel
2013;Košický kraj;Košice-okolie;Slančík;8356.22;38.8661395348837;26;321.393076923077;dodavatel
2013;Košický kraj;Košice-okolie;Slanec;53033.93;36.9574425087108;21;2525.42523809524;dodavatel
2013;Košický kraj;Košice-okolie;Slanská Huta;15576.15;66.5647435897436;8;1947.01875;dodavatel
2013;Košický kraj;Košice-okolie;Slanské Nové Mesto;201;0.402;2;100.5;dodavatel
2013;Košický kraj;Košice-okolie;Sokoľ;304851.94;279.680678899083;13;23450.1492307692;dodavatel
2013;Košický kraj;Košice-okolie;Svinica;15706.88;18.6986666666667;9;1745.20888888889;dodavatel
2013;Košický kraj;Košice-okolie;Šemša;62179.9;79.1092875318066;11;5652.71818181818;dodavatel
2013;Košický kraj;Košice-okolie;Štós;288385.4;390.766124661247;32;9012.04375;dodavatel
2013;Košický kraj;Košice-okolie;Trebejov;58600.94;284.470582524272;10;5860.094;dodavatel
2013;Košický kraj;Košice-okolie;Trsťany;259656.3;934.015467625899;6;43276.05;dodavatel
2013;Košický kraj;Košice-okolie;Turňa nad Bodvou;193752.66;55.2316590649943;27;7176.02444444444;dodavatel
2013;Košický kraj;Košice-okolie;Turnianska Nová Ves;39837.63;116.144693877551;4;9959.4075;dodavatel
2013;Košický kraj;Košice-okolie;Vajkovce;2508.31;3.56800853485064;3;836.103333333333;dodavatel
2013;Košický kraj;Košice-okolie;Valaliky;10514.65;2.47636599152143;25;420.586;dodavatel
2013;Košický kraj;Košice-okolie;Veľká Ida;79820.78;23.4353435114504;23;3470.46869565217;dodavatel
2013;Košický kraj;Košice-okolie;Veľká Lodina;4313.46;16.095;4;1078.365;dodavatel
2013;Košický kraj;Košice-okolie;Vtáčkovce;227.04;0.225461767626614;3;75.68;dodavatel
2013;Košický kraj;Košice-okolie;Vyšná Hutka;0;0;4;0;dodavatel
2013;Košický kraj;Košice-okolie;Vyšná Kamenica;47.3;0.182625482625483;6;7.88333333333333;dodavatel
2013;Košický kraj;Košice-okolie;Vyšná Myšľa;244358;252.175438596491;2;122179;dodavatel
2013;Košický kraj;Košice-okolie;Vyšný Čaj;25;0.0830564784053156;3;8.33333333333333;dodavatel
2013;Košický kraj;Košice-okolie;Vyšný Klátov;162311.3;361.495100222717;3;54103.7666666667;dodavatel
2013;Košický kraj;Košice-okolie;Vyšný Medzev;7000;13.3587786259542;2;3500;dodavatel
2013;Košický kraj;Košice-okolie;Zádiel;929385.57;5565.18305389222;9;103265.063333333;dodavatel
2013;Košický kraj;Košice-okolie;Zlatá Idka;91759.6;227.691315136476;3;30586.5333333333;dodavatel
2013;Košický kraj;Košice-okolie;Žarnov;1120433.37;2636.31381176471;105;10670.794;dodavatel
2013;Košický kraj;Košice-okolie;Ždaňa;17258.13;12.5422456395349;20;862.9065;dodavatel
2013;Košický kraj;Michalovce;Bajany;132858.64;276.213388773389;1;132858.64;dodavatel
2013;Košický kraj;Michalovce;Bánovce nad Ondavou;28582.83;38.6777131258457;5;5716.566;dodavatel
2013;Košický kraj;Michalovce;Bracovce;200;0.210748155953635;4;50;dodavatel
2013;Košický kraj;Michalovce;Budince;3263.95;14.8361363636364;2;1631.975;dodavatel
2013;Košický kraj;Michalovce;Budkovce;250;0.167000668002672;13;19.2307692307692;dodavatel
2013;Košický kraj;Michalovce;Čečehov;21720.06;57.92016;3;7240.02;dodavatel
2013;Košický kraj;Michalovce;Čičarovce;28343.83;31.5984726867336;7;4049.11857142857;dodavatel
2013;Košický kraj;Michalovce;Čierne Pole;23527.54;81.9774912891986;4;5881.885;dodavatel
2013;Košický kraj;Michalovce;Drahňov;2765.26;1.96815658362989;8;345.6575;dodavatel
2013;Košický kraj;Michalovce;Dúbravka;241957.63;351.682601744186;49;4937.91081632653;dodavatel
2013;Košický kraj;Michalovce;Hatalov;15470.42;20.7378284182306;8;1933.8025;dodavatel
2013;Košický kraj;Michalovce;Hažín;0;0;6;0;dodavatel
2013;Košický kraj;Michalovce;Iňačovce;278753.84;377.715230352304;5;55750.768;dodavatel
2013;Košický kraj;Michalovce;Jastrabie pri Michalovciach;47.3;0.161433447098976;1;47.3;dodavatel
2013;Košický kraj;Michalovce;Jovsa;100;0.124223602484472;3;33.3333333333333;dodavatel
2013;Košický kraj;Michalovce;Kačanov;0;0;2;0;dodavatel
2013;Košický kraj;Michalovce;Kaluža;1180199.51;3164.07375335121;14;84299.965;dodavatel
2013;Košický kraj;Michalovce;Krásnovce;24089.13;38.7285048231511;5;4817.826;dodavatel
2013;Košický kraj;Michalovce;Lastomír;59502.4;51.6513888888889;15;3966.82666666667;dodavatel
2013;Košický kraj;Michalovce;Lesné;0;0;3;0;dodavatel
2013;Košický kraj;Michalovce;Ložín;230;0.284653465346535;1;230;dodavatel
2013;Košický kraj;Michalovce;Malčice;21062.72;14.0793582887701;15;1404.18133333333;dodavatel
2013;Košický kraj;Michalovce;Malé Raškovce;52.02;0.208915662650602;1;52.02;dodavatel
2013;Košický kraj;Michalovce;Markovce;690.58;0.744962243797195;2;345.29;dodavatel
2013;Košický kraj;Michalovce;Michalovce;19550937.402;495.524962666329;1432;13652.8892472067;dodavatel
2013;Košický kraj;Michalovce;Moravany;626548.19;603.030019249278;19;32976.2205263158;dodavatel
2013;Košický kraj;Michalovce;Nacina Ves;9361.77;5.27423661971831;3;3120.59;dodavatel
2013;Košický kraj;Michalovce;Oborín;263697.23;356.347608108108;8;32962.15375;dodavatel
2013;Košický kraj;Michalovce;Palín;331.8;0.359479956663055;10;33.18;dodavatel
2013;Košický kraj;Michalovce;Poruba pod Vihorlatom;17090.87;27.0425158227848;8;2136.35875;dodavatel
2013;Košický kraj;Michalovce;Pozdišovce;157824.6;123.686990595611;4;39456.15;dodavatel
2013;Košický kraj;Michalovce;Ptrukša;162467.2;321.717227722772;4;40616.8;dodavatel
2013;Košický kraj;Michalovce;Pusté Čemerné;200;0.560224089635854;1;200;dodavatel
2013;Košický kraj;Michalovce;Rakovec nad Ondavou;457044.25;434.04012345679;6;76174.0416666667;dodavatel
2013;Košický kraj;Michalovce;Ruská;25250.13;41.3936557377049;28;901.790357142857;dodavatel
2013;Košický kraj;Michalovce;Slavkovce;867.88;1.32097412480974;1;867.88;dodavatel
2013;Košický kraj;Michalovce;Sliepkovce;47.3;0.063489932885906;4;11.825;dodavatel
2013;Košický kraj;Michalovce;Staré;410076607.6862;517120.564547541;2722;150652.684675312;dodavatel
2013;Košický kraj;Michalovce;Strážske;125939.37;28.6943198906357;43;2928.82255813953;dodavatel
2013;Košický kraj;Michalovce;Stretava;197276.24;301.185099236641;1;197276.24;dodavatel
2013;Košický kraj;Michalovce;Suché;1863068;4801.72164948454;3;621022.666666667;dodavatel
2013;Košický kraj;Michalovce;Šamudovce;5075.68;8.18658064516129;4;1268.92;dodavatel
2013;Košický kraj;Michalovce;Trhovište;176502.25;92.8959210526316;28;6303.65178571429;dodavatel
2013;Košický kraj;Michalovce;Trnava pri Laborci;4336.06;7.56729493891798;4;1084.015;dodavatel
2013;Košický kraj;Michalovce;Tušice;170.28;0.241875;1;170.28;dodavatel
2013;Košický kraj;Michalovce;Tušická Nová Ves;5550.3;10.0185920577617;4;1387.575;dodavatel
2013;Košický kraj;Michalovce;Veľké Kapušany;915179.64;99.9650070999454;86;10641.6237209302;dodavatel
2013;Košický kraj;Michalovce;Veľké Raškovce;32033.16;101.692571428571;4;8008.29;dodavatel
2013;Košický kraj;Michalovce;Veľké Slemence;47.3;0.0804421768707483;2;23.65;dodavatel
2013;Košický kraj;Michalovce;Vinné;13083.42;7.58459130434783;14;934.53;dodavatel
2013;Košický kraj;Michalovce;Vojany;245189.46;277.363642533937;9;27243.2733333333;dodavatel
2013;Košický kraj;Michalovce;Voľa;15510.04;59.654;8;1938.755;dodavatel
2013;Košický kraj;Michalovce;Vrbnica;4190.78;4.17824526420738;2;2095.39;dodavatel
2013;Košický kraj;Michalovce;Vysoká nad Uhom;22310.15;27.6115717821782;5;4462.03;dodavatel
2013;Košický kraj;Michalovce;Zalužice;15667.39;13.6356744995648;12;1305.61583333333;dodavatel
2013;Košický kraj;Michalovce;Zbudza;73614.1;138.372368421053;4;18403.525;dodavatel
2013;Košický kraj;Michalovce;Žbince;0;0;3;0;dodavatel
2013;Košický kraj;Rožňava;Ardovo;5002.2;29.5988165680473;2;2501.1;dodavatel
2013;Košický kraj;Rožňava;Betliar;31251.9;32.6561128526646;9;3472.43333333333;dodavatel
2013;Košický kraj;Rožňava;Bohúňovo;1165.6;4.20794223826715;5;233.12;dodavatel
2013;Košický kraj;Rožňava;Bôrka;8091.65;15.1245794392523;2;4045.825;dodavatel
2013;Košický kraj;Rožňava;Brdárka;51968.96;742.413714285714;4;12992.24;dodavatel
2013;Košický kraj;Rožňava;Bretka;0;0;3;0;dodavatel
2013;Košický kraj;Rožňava;Brzotín;123044.03;91.6187862993299;25;4921.7612;dodavatel
2013;Košický kraj;Rožňava;Čoltovo;34542.03;71.8129521829522;9;3838.00333333333;dodavatel
2013;Košický kraj;Rožňava;Čučma;49306.32;74.3685067873303;2;24653.16;dodavatel
2013;Košický kraj;Rožňava;Dedinky;10262.68;36.9161151079137;2;5131.34;dodavatel
2013;Košický kraj;Rožňava;Dlhá Ves;38795.88;68.7870212765958;13;2984.29846153846;dodavatel
2013;Košický kraj;Rožňava;Dobšiná;187791.63;33.2668963684677;65;2889.102;dodavatel
2013;Košický kraj;Rožňava;Drnava;97222.82;140.29266955267;17;5718.98941176471;dodavatel
2013;Košický kraj;Rožňava;Gemerská Panica;27525.03;42.2163036809816;12;2293.7525;dodavatel
2013;Košický kraj;Rožňava;Gočaltovo;887.5;3.6522633744856;2;443.75;dodavatel
2013;Košický kraj;Rožňava;Gočovo;22692.88;59.5613648293963;8;2836.61;dodavatel
2013;Košický kraj;Rožňava;Hanková;318;4.41666666666667;1;318;dodavatel
2013;Košický kraj;Rožňava;Henckovce;16265.16;36.3873825503356;8;2033.145;dodavatel
2013;Košický kraj;Rožňava;Honce;20524.66;53.5891906005222;9;2280.51777777778;dodavatel
2013;Košický kraj;Rožňava;Hrhov;774519.29;690.302397504456;29;26707.5617241379;dodavatel
2013;Košický kraj;Rožňava;Jablonov nad Turňou;205137.79;259.997198986058;18;11396.5438888889;dodavatel
2013;Košický kraj;Rožňava;Jovice;12558.8;16.6121693121693;9;1395.42222222222;dodavatel
2013;Košický kraj;Rožňava;Kečovo;3755.76;10.0961290322581;5;751.152;dodavatel
2013;Košický kraj;Rožňava;Kobeliarovo;104.06;0.227702407002188;3;34.6866666666667;dodavatel
2013;Košický kraj;Rožňava;Koceľovce;14876.55;58.569094488189;5;2975.31;dodavatel
2013;Košický kraj;Rožňava;Kružná;28650.28;57.8793535353535;7;4092.89714285714;dodavatel
2013;Košický kraj;Rožňava;Kunova Teplica;60721.34;89.1649632892805;8;7590.1675;dodavatel
2013;Košický kraj;Rožňava;Markuška;5425.5;32.103550295858;4;1356.375;dodavatel
2013;Košický kraj;Rožňava;Meliata;15339.53;74.4637378640777;4;3834.8825;dodavatel
2013;Košický kraj;Rožňava;Nižná Slaná;14746.16;11.949886547812;13;1134.32;dodavatel
2013;Košický kraj;Rožňava;Ochtiná;36701.67;70.0413549618321;10;3670.167;dodavatel
2013;Košický kraj;Rožňava;Pača;2758.71;4.56740066225166;3;919.57;dodavatel
2013;Košický kraj;Rožňava;Pašková;15429.1;46.1949101796407;4;3857.275;dodavatel
2013;Košický kraj;Rožňava;Petrovo;2909.3;26.937962962963;3;969.766666666667;dodavatel
2013;Košický kraj;Rožňava;Rakovnica;22989.73;38.5733724832215;2;11494.865;dodavatel
2013;Košický kraj;Rožňava;Rejdová;79158.96;102.404864165589;24;3298.29;dodavatel
2013;Košický kraj;Rožňava;Rochovce;17737.67;52.1696176470588;5;3547.534;dodavatel
2013;Košický kraj;Rožňava;Roštár;45263.23;77.6384734133791;7;6466.17571428571;dodavatel
2013;Košický kraj;Rožňava;Rozložná;7384.2;36.020487804878;2;3692.1;dodavatel
2013;Košický kraj;Rožňava;Rožňava;5915221.58;304.955486930969;734;8058.88498637602;dodavatel
2013;Košický kraj;Rožňava;Rožňavské Bystré;40605.16;63.8445911949686;7;5800.73714285714;dodavatel
2013;Košický kraj;Rožňava;Rudná;24066.08;32.2601608579089;13;1851.23692307692;dodavatel
2013;Košický kraj;Rožňava;Silica;44532.62;80.2389549549549;14;3180.90142857143;dodavatel
2013;Košický kraj;Rožňava;Silická Jablonica;4824.36;24.8678350515464;4;1206.09;dodavatel
2013;Košický kraj;Rožňava;Slavec;23174.18;48.9940380549683;4;5793.545;dodavatel
2013;Košický kraj;Rožňava;Slavoška;7214.32;54.6539393939394;5;1442.864;dodavatel
2013;Košický kraj;Rožňava;Slavošovce;113156.92;58.5395344024832;25;4526.2768;dodavatel
2013;Košický kraj;Rožňava;Stratená;185898.65;1452.333203125;5;37179.73;dodavatel
2013;Košický kraj;Rožňava;Štítnik;540990.76;354.283405370007;35;15456.8788571429;dodavatel
2013;Košický kraj;Rožňava;Vlachovo;45808.07;52.35208;19;2410.95105263158;dodavatel
2013;Košický kraj;Rožňava;Vyšná Slaná;90009.45;175.79970703125;24;3750.39375;dodavatel
2013;Košický kraj;Sobrance;Bežovce;119040.81;121.222820773931;18;6613.37833333333;dodavatel
2013;Košický kraj;Sobrance;Blatné Remety;851.63;1.2654234769688;5;170.326;dodavatel
2013;Košický kraj;Sobrance;Blatné Revištia;4275.92;19.436;2;2137.96;dodavatel
2013;Košický kraj;Sobrance;Bunkovce;0;0;1;0;dodavatel
2013;Košický kraj;Sobrance;Hlivištia;77537.9;203.51154855643;8;9692.2375;dodavatel
2013;Košický kraj;Sobrance;Horňa;23580.33;64.9595867768595;2;11790.165;dodavatel
2013;Košický kraj;Sobrance;Husák;108.79;0.675714285714286;1;108.79;dodavatel
2013;Košický kraj;Sobrance;Choňkovce;64105.98;114.474964285714;10;6410.598;dodavatel
2013;Košický kraj;Sobrance;Inovce;0;0;1;0;dodavatel
2013;Košický kraj;Sobrance;Koromľa;58947.47;132.169215246637;4;14736.8675;dodavatel
2013;Košický kraj;Sobrance;Krčava;0;0;2;0;dodavatel
2013;Košický kraj;Sobrance;Kristy;432;1.37579617834395;2;216;dodavatel
2013;Košický kraj;Sobrance;Lekárovce;247.3;0.258682008368201;5;49.46;dodavatel
2013;Košický kraj;Sobrance;Orechová;1513148.63;5887.73785992218;49;30880.5842857143;dodavatel
2013;Košický kraj;Sobrance;Pinkovce;66.22;0.380574712643678;1;66.22;dodavatel
2013;Košický kraj;Sobrance;Podhoroď;16482.8;43.605291005291;13;1267.90769230769;dodavatel
2013;Košický kraj;Sobrance;Porostov;36600;167.889908256881;5;7320;dodavatel
2013;Košický kraj;Sobrance;Priekopa;59241.72;198.797718120805;21;2821.03428571429;dodavatel
2013;Košický kraj;Sobrance;Remetské Hámre;48299.66;80.3654908485857;7;6899.95142857143;dodavatel
2013;Košický kraj;Sobrance;Ruská Bystrá;1019.92;8.86886956521739;2;509.96;dodavatel
2013;Košický kraj;Sobrance;Ruský Hrabovec;3500;11.0759493670886;1;3500;dodavatel
2013;Košický kraj;Sobrance;Sejkov;200;0.961538461538462;1;200;dodavatel
2013;Košický kraj;Sobrance;Sobrance;736347.476;120.871220617203;313;2352.54784664537;dodavatel
2013;Košický kraj;Sobrance;Svätuš;18.92;0.168928571428571;3;6.30666666666667;dodavatel
2013;Košický kraj;Sobrance;Tašuľa;2153;10.7114427860697;3;717.666666666667;dodavatel
2013;Košický kraj;Sobrance;Tibava;200218.21;359.458186714542;10;20021.821;dodavatel
2013;Košický kraj;Sobrance;Úbrež;17275.68;23.8614364640884;5;3455.136;dodavatel
2013;Košický kraj;Sobrance;Veľké Revištia;119306.81;223.840168855535;12;9942.23416666667;dodavatel
2013;Košický kraj;Sobrance;Vojnatina;44364.07;183.322603305785;2;22182.035;dodavatel
2013;Košický kraj;Sobrance;Vyšná Rybnica;25739;72.0980392156863;4;6434.75;dodavatel
2013;Košický kraj;Sobrance;Vyšné Remety;8385.14;20.0601435406699;2;4192.57;dodavatel
2013;Košický kraj;Sobrance;Záhor;654196.35;983.753909774436;248;2637.88850806452;dodavatel
2013;Košický kraj;Spišská Nová Ves;Arnutovce;17819.76;23.9512903225806;4;4454.94;dodavatel
2013;Košický kraj;Spišská Nová Ves;Betlanovce;75056.62;107.995136690647;7;10722.3742857143;dodavatel
2013;Košický kraj;Spišská Nová Ves;Bystrany;85169;26.0694827058463;6;14194.8333333333;dodavatel
2013;Košický kraj;Spišská Nová Ves;Danišovce;45809.64;84.2088970588235;14;3272.11714285714;dodavatel
2013;Košický kraj;Spišská Nová Ves;Harichovce;106576.8;57.0845206213176;31;3437.96129032258;dodavatel
2013;Košický kraj;Spišská Nová Ves;Hnilčík;13888.68;25.4838165137615;9;1543.18666666667;dodavatel
2013;Košický kraj;Spišská Nová Ves;Hnilec;38845.34;89.299632183908;14;2774.66714285714;dodavatel
2013;Košický kraj;Spišská Nová Ves;Hrabušice;306106.76;127.438284762698;38;8055.44105263158;dodavatel
2013;Košický kraj;Spišská Nová Ves;Chrasť nad Hornádom;48490.08;55.1650511945393;8;6061.26;dodavatel
2013;Košický kraj;Spišská Nová Ves;Iliašovce;83154.22;86.5288449531738;9;9239.35777777778;dodavatel
2013;Košický kraj;Spišská Nová Ves;Kaľava;13971.3;32.8736470588235;3;4657.1;dodavatel
2013;Košický kraj;Spišská Nová Ves;Kolinovce;2931.14;5.11542757417103;4;732.785;dodavatel
2013;Košický kraj;Spišská Nová Ves;Krompachy;1781144.78;200.24112197864;173;10295.634566474;dodavatel
2013;Košický kraj;Spišská Nová Ves;Letanovce;25942.67;11.5609046345811;12;2161.88916666667;dodavatel
2013;Košický kraj;Spišská Nová Ves;Lieskovany;25804.48;78.6721951219512;5;5160.896;dodavatel
2013;Košický kraj;Spišská Nová Ves;Markušovce;269464.05;64.9780684832409;29;9291.86379310345;dodavatel
2013;Košický kraj;Spišská Nová Ves;Matejovce nad Hornádom;2161.61;4.1410153256705;3;720.536666666667;dodavatel
2013;Košický kraj;Spišská Nová Ves;Mlynky;46898.75;83.3015097690941;23;2039.07608695652;dodavatel
2013;Košický kraj;Spišská Nová Ves;Odorín;74508.87;78.9288877118644;15;4967.258;dodavatel
2013;Košický kraj;Spišská Nová Ves;Olcnava;342392.48;323.316789423985;8;42799.06;dodavatel
2013;Košický kraj;Spišská Nová Ves;Poráč;7741.52;7.67246778989098;8;967.69;dodavatel
2013;Košický kraj;Spišská Nová Ves;Rudňany;11670;2.80394041326285;8;1458.75;dodavatel
2013;Košický kraj;Spišská Nová Ves;Slatvina;1064;3.38853503184713;5;212.8;dodavatel
2013;Košický kraj;Spišská Nová Ves;Slovinky;5883.76;3.12633368756642;15;392.250666666667;dodavatel
2013;Košický kraj;Spišská Nová Ves;Spišská Nová Ves;17383467.17;462.400041761983;868;20027.0359101382;dodavatel
2013;Košický kraj;Spišská Nová Ves;Teplička;3852564.98;3315.46039586919;513;7509.87325536062;dodavatel
2013;Košický kraj;Spišská Nová Ves;Vítkovce;7892.21;13.2197822445561;5;1578.442;dodavatel
2013;Košický kraj;Spišská Nová Ves;Vojkovce;10570.47;25.1080047505938;9;1174.49666666667;dodavatel
2013;Košický kraj;Spišská Nová Ves;Žehra;24293;10.8257575757576;2;12146.5;dodavatel
2013;Košický kraj;Trebišov;Bačka;0.77;0.0011864406779661;7;0.11;dodavatel
2013;Košický kraj;Trebišov;Bačkov;0;0;4;0;dodavatel
2013;Košický kraj;Trebišov;Bara;205789.54;668.147857142857;4;51447.385;dodavatel
2013;Košický kraj;Trebišov;Biel;250960.62;172.126625514403;44;5703.65045454545;dodavatel
2013;Košický kraj;Trebišov;Boľ;8151.66;11.181975308642;4;2037.915;dodavatel
2013;Košický kraj;Trebišov;Borša;4500;3.77200335289187;3;1500;dodavatel
2013;Košický kraj;Trebišov;Boťany;609.93;0.486775738228252;3;203.31;dodavatel
2013;Košický kraj;Trebišov;Brehov;5454.82;9.07623960066556;3;1818.27333333333;dodavatel
2013;Košický kraj;Trebišov;Brezina;482.44;0.682376237623762;3;160.813333333333;dodavatel
2013;Košický kraj;Trebišov;Cejkov;577.06;0.497465517241379;8;72.1325;dodavatel
2013;Košický kraj;Trebišov;Čeľovce;5065.72;9.17702898550725;5;1013.144;dodavatel
2013;Košický kraj;Trebišov;Čerhov;23400;30.1935483870968;5;4680;dodavatel
2013;Košický kraj;Trebišov;Černochov;4000;19.7044334975369;1;4000;dodavatel
2013;Košický kraj;Trebišov;Čierna;20439.55;44.1458963282937;24;851.647916666667;dodavatel
2013;Košický kraj;Trebišov;Čierna nad Tisou;166.53;0.0453883892068684;19;8.76473684210526;dodavatel
2013;Košický kraj;Trebišov;Dargov;2176190.03;3614.93360465116;13;167399.233076923;dodavatel
2013;Košický kraj;Trebišov;Dobrá;229391.6;495.446220302376;42;5461.70476190476;dodavatel
2013;Košický kraj;Trebišov;Dvorianky;19507.99;32.1383690280066;5;3901.598;dodavatel
2013;Košický kraj;Trebišov;Egreš;378.68;0.805702127659574;7;54.0971428571429;dodavatel
2013;Košický kraj;Trebišov;Hraň;32339.51;20.1869600499376;23;1406.06565217391;dodavatel
2013;Košický kraj;Trebišov;Hrčeľ;0;0;4;0;dodavatel
2013;Košický kraj;Trebišov;Hriadky;25542;55.2857142857143;2;12771;dodavatel
2013;Košický kraj;Trebišov;Kašov;200;0.673400673400673;2;100;dodavatel
2013;Košický kraj;Trebišov;Kazimír;8627.28;10.0433993015134;3;2875.76;dodavatel
2013;Košický kraj;Trebišov;Kožuchov;1181.06;5.73330097087379;5;236.212;dodavatel
2013;Košický kraj;Trebišov;Kráľovský Chlmec;551246.43;72.427595585337;118;4671.57991525424;dodavatel
2013;Košický kraj;Trebišov;Kysta;38076.8;99.1583333333333;4;9519.2;dodavatel
2013;Košický kraj;Trebišov;Ladmovce;47.3;0.145092024539877;1;47.3;dodavatel
2013;Košický kraj;Trebišov;Lastovce;9000;7.95053003533569;4;2250;dodavatel
2013;Košický kraj;Trebišov;Leles;5605.44;3.19216400911162;7;800.777142857143;dodavatel
2013;Košický kraj;Trebišov;Luhyňa;954.81;3.03114285714286;3;318.27;dodavatel
2013;Košický kraj;Trebišov;Malá Tŕňa;706.96;1.64792540792541;1;706.96;dodavatel
2013;Košický kraj;Trebišov;Malé Ozorovce;47.3;0.0882462686567164;1;47.3;dodavatel
2013;Košický kraj;Trebišov;Malé Trakany;0;0;2;0;dodavatel
2013;Košický kraj;Trebišov;Malý Horeš;85577.66;77.5159963768116;7;12225.38;dodavatel
2013;Košický kraj;Trebišov;Malý Kamenec;5534.1;12.5205882352941;3;1844.7;dodavatel
2013;Košický kraj;Trebišov;Michaľany;4676856.84;2405.79055555556;74;63200.7681081081;dodavatel
2013;Košický kraj;Trebišov;Novosad;115947.54;113.009298245614;18;6441.53;dodavatel
2013;Košický kraj;Trebišov;Nový Ruskov;70479.74;112.587444089457;20;3523.987;dodavatel
2013;Košický kraj;Trebišov;Parchovany;63754.98;33.20571875;17;3750.29294117647;dodavatel
2013;Košický kraj;Trebišov;Plechotice;105226.85;134.906217948718;8;13153.35625;dodavatel
2013;Košický kraj;Trebišov;Poľany;24503.36;45.6300931098696;10;2450.336;dodavatel
2013;Košický kraj;Trebišov;Pribeník;113362.58;110.813861192571;7;16194.6542857143;dodavatel
2013;Košický kraj;Trebišov;Rad;109701488.3391;196597.649353226;4918;22306.1180030704;dodavatel
2013;Košický kraj;Trebišov;Sečovce;3302027.63;393.145330396476;84;39309.8527380952;dodavatel
2013;Košický kraj;Trebišov;Sirník;987.45;1.63756218905473;4;246.8625;dodavatel
2013;Košický kraj;Trebišov;Slivník;395525.34;508.387326478149;12;32960.445;dodavatel
2013;Košický kraj;Trebišov;Slovenské Nové Mesto;32904;30.326267281106;7;4700.57142857143;dodavatel
2013;Košický kraj;Trebišov;Somotor;9856.02;6.44605624591236;3;3285.34;dodavatel
2013;Košický kraj;Trebišov;Stanča;11837.83;28.1853095238095;6;1972.97166666667;dodavatel
2013;Košický kraj;Trebišov;Stankovce;0;0;1;0;dodavatel
2013;Košický kraj;Trebišov;Strážne;28083.92;44.5776507936508;2;14041.96;dodavatel
2013;Košický kraj;Trebišov;Streda nad Bodrogom;893551.96;387.490008673027;23;38850.0852173913;dodavatel
2013;Košický kraj;Trebišov;Svätá Mária;7628.3;13.3361888111888;2;3814.15;dodavatel
2013;Košický kraj;Trebišov;Svätuše;6741.85;8.1818567961165;6;1123.64166666667;dodavatel
2013;Košický kraj;Trebišov;Svinice;94.6;0.407758620689655;1;94.6;dodavatel
2013;Košický kraj;Trebišov;Trebišov;5502544.37;224.593647755102;957;5749.78513061651;dodavatel
2013;Košický kraj;Trebišov;Veľaty;48101.42;55.2255109070034;5;9620.284;dodavatel
2013;Košický kraj;Trebišov;Veľká Tŕňa;151.36;0.32904347826087;1;151.36;dodavatel
2013;Košický kraj;Trebišov;Veľké Ozorovce;762.37;1.02331543624161;3;254.123333333333;dodavatel
2013;Košický kraj;Trebišov;Veľké Trakany;12193.28;8.70948571428571;12;1016.10666666667;dodavatel
2013;Košický kraj;Trebišov;Veľký Horeš;6064.63;5.80903256704981;4;1516.1575;dodavatel
2013;Košický kraj;Trebišov;Veľký Kamenec;94.6;0.118695106649937;4;23.65;dodavatel
2013;Košický kraj;Trebišov;Viničky;2641.51;5.19982283464567;4;660.3775;dodavatel
2013;Košický kraj;Trebišov;Višňov;648990.34;2858.98828193833;49;13244.7008163265;dodavatel
2013;Košický kraj;Trebišov;Vojčice;80706.22;37.1233762649494;6;13451.0366666667;dodavatel
2013;Košický kraj;Trebišov;Vojka;47.3;0.0931102362204724;1;47.3;dodavatel
2013;Košický kraj;Trebišov;Zatín;15994.6;19.6493857493858;6;2665.76666666667;dodavatel
2013;Košický kraj;Trebišov;Zbehňov;501.86;1.43388571428571;2;250.93;dodavatel
2013;Košický kraj;Trebišov;Zemplín;1809221.06;4674.98981912145;79;22901.5324050633;dodavatel
2013;Košický kraj;Trebišov;Zemplínske Jastrabie;0;0;1;0;dodavatel
2013;Košický kraj;Trebišov;Zemplínsky Branč;206313.91;428.037157676349;5;41262.782;dodavatel
2013;Nitriansky kraj;Komárno;Bajč;175640.25;142.565137987013;14;12545.7321428571;dodavatel
